"","score","text","created"
"32",1,"@DrunkBrianF Ironic considering the King used to endorse Lowes products","2016-04-18:19"
"33",1,"I wanna work at lowes. Job qualifications you ask? I love the smell of the place. That is all.","2016-04-18:19"
"34",1,"As johnny house lowes wicker patio furniture insomuch as thine outdoor oasis in transit to sit in: xrgyFOub","2016-04-18:19"
"35",0,"Lowe's Stores #Retail #Job: CSA II Tool World (#Bellevue, WA) https://t.co/T5VZBlcPqe #Jobs #Hiring","2016-04-18:19"
"36",0,"I'm at @Lowes Home Improvement in Lake Saint Louis, MO https://t.co/2zZyOuKib2","2016-04-18:19"
"37",0,"Does anyone know if Lowes drug tests?","2016-04-18:19"
"38",0,"Went to @Lowes wif mom. https://t.co/meKi9DLDEQ","2016-04-18:19"
"39",1,"Want to work in #SpokaneValley, WA? View our latest opening: https://t.co/gsR471BDMm #Retail #Job #Jobs #Hiring","2016-04-18:19"
"40",0,"#Retweet or #Like if you know who this #Nascar #HendrickMotorsports #Lowes Driver is #NascarHotline https://t.co/uzAhw0ujNR","2016-04-18:19"
"41",1,"Want to work at Lowe's Stores? We're #hiring in #Boise, ID! Click for details: https://t.co/PDGaewyb6z #CustomerService #Job #Jobs","2016-04-18:19"
"42",0,"No shame in working at Lowes lol. RT @redcbw: niggas said i work at Lowes","2016-04-18:19"
"43",-1,"""Bat-lord"" and his irritated brother <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #benjityler #Jakey #lowes #familytime @ Lowe's Home… https://t.co/HBcrvYCCPt","2016-04-18:19"
"44",0,"We're #hiring! Read about our latest #job opening here: Installed Sales Coordinator - https://t.co/oq3NoziepD #SierraVista, AZ #Sales","2016-04-18:19"
"45",0,"#Billings, MT #Retail #Job: Seasonal Day Receiving at Lowe's Stores https://t.co/n2p67VSS0J #Jobs #Hiring","2016-04-18:19"
"46",0,"Tabletop Heater (@ Lowe's Home Improvement Warehouse of Douglasville) on #Yelp https://t.co/1AdQqlYSWb","2016-04-18:19"
"47",1,"niggas said i work at Lowes","2016-04-18:19"
"48",0,"matter of fact, i’m not letting khaled steal my shine. catch me in lowes near the potting soil","2016-04-18:19"
"49",0,"Lowes  https://t.co/qQ0c1zyHXt","2016-04-18:19"
"50",0,"#Transportation #Job alert: Delivery Driver | Lowe's Stores | #LasVegas, NV https://t.co/RfSTy0SsBQ #Jobs #Hiring","2016-04-18:19"
"51",1,"Interested in a #Retail #job near #Carlsbad, NM? This could be a great fit: https://t.co/NC29b7dPZ7 #Hiring","2016-04-18:19"
"52",0,"See our latest #Albuquerque, NM #job and click to apply: Store Seasonal Employee - https://t.co/C1wNBld0y0 #Retail #Hiring","2016-04-18:19"
"53",0,"We're #hiring! Read about our latest #job opening here: Store Seasonal Employee- Outside Garden - https://t.co/cRKgpwF6ug #Bellevue, WA","2016-04-18:19"
"54",0,"RT @quinnskepner: WHY. IS. KATIE. LOWES. SO. CUTE. I. HATE. HER.","2016-04-18:19"
"55",0,"Lowe's Stores #Transportation #Job: Load Puller (#BonneyLake, WA) https://t.co/e2TyzV9iE1 #Jobs #Hiring","2016-04-18:19"
"56",0,"Does anyone want a p/t job @ lowes. $10/hour 5 days a week, four 4 hour days one 6 hour day. Must be 18 &amp; can make your own hours :-)","2016-04-18:19"
"57",1,"@BobbyLudeman That's great to hear, Bobby! Keep us posted on how it goes.","2016-04-18:19"
"58",0,"We're #hiring! Read about our latest #job opening here: PSA - https://t.co/eZePomP6DR #Albany, OR #CustomerService","2016-04-18:19"
"59",-1,"RT @thabig_c: Dude signed his receipt as ""obama sucks!"" 
Lowes life","2016-04-18:19"
"60",0,"sum girl at Lowes came up to me and tried to get my number ::.","2016-04-18:19"
"61",-1,"Dude signed his receipt as ""obama sucks!"" 
Lowes life","2016-04-18:19"
"62",1,"Interested in a #CustomerService #job near #Bellingham, WA? This could be a great fit: https://t.co/LXmpxW8xlY #Hiring","2016-04-18:19"
"63",0,"@ireland_CS We apologize, Chris. Please email us at CareTW@lowes.com with your, phone number &amp; store location. Put TW-17771 in subject line.","2016-04-18:19"
"64",0,"See our latest #ElPaso, TX #job and click to apply: Store Seasonal Employee - Cashier - https://t.co/96CvgfhqyY #Retail #Hiring","2016-04-18:19"
"65",-1,"is it physically possible for a person to leave lowes? they're playing ""staying alive"" in a way I feel might be sinister","2016-04-18:19"
"66",0,"Lowe's Stores #Retail #Job: Seasonal Cashier - Muldoon (#Anchorage, AK) https://t.co/IJIZEB6bxU #Jobs #Hiring","2016-04-18:19"
"67",0,"WHY. IS. KATIE. LOWES. SO. CUTE. I. HATE. HER.","2016-04-18:19"
"68",0,"Join the Lowe's Stores team! See our latest #Labor #job opening here: https://t.co/NWWvoXZroI #Gilroy, CA #Hiring","2016-04-18:19"
"69",0,"Lowe's Stores #CustomerService #Job: Lumber Yard CSA - Seasonal (#CoeurdAlene, ID) https://t.co/1JKL7u97dW #Jobs #Hiring","2016-04-18:19"
"70",-1,"RT @benkirkman: When Kristen messes up on the intercom at lowes<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> https://t.co/EjMXzRxefF","2016-04-18:19"
"71",1,"Want to work at Lowe's Stores? We're #hiring in #Bellevue, WA! Click for details: https://t.co/TjpQYpjzUa #Retail #Job #Jobs","2016-04-18:19"
"72",0,"We're #hiring! Read about our latest #job opening here: Full Time Head Cashier - https://t.co/Wkf3WolQGP #Hawthorne, CA #CustomerService","2016-04-18:19"
"73",1,"Want to work at Lowe's Stores? We're #hiring in #Waipahu, HI! Click for details: https://t.co/E94U8QOnck #Transportation #Job #Jobs","2016-04-18:19"
"74",-1,"Ever since my mom made me go Into the garden center at Lowes and Walmart I've been itching like crazy.","2016-04-18:19"
"75",0,"@TheSwallocaust I'm a sub contractor for Lowes. Construction basically haha","2016-04-18:19"
"76",0,"Lowe's Stores: Store Seasonal Employee (#Riverside, CA) https://t.co/mtWK8sTXtd #Labor #Job #Jobs #Hiring","2016-04-18:19"
"77",1,"@_idkDiana i luv lowes lmao its cute to me <ed><U+00A0><U+00BD><ed><U+00B2><U+0080>","2016-04-18:19"
"78",1,"RT @bre_stewart30: Excited to be a part of the family!! Cannot wait to work together to grow the game!<ed><U+00A0><U+00BD><ed><U+00B8><U+0081> #NikeFamily https://t.co/zGh00NPasv","2016-04-18:19"
"79",-1,"@AngelTilaLove How ya get the energy? Tried to score some by putting my dick in a tree knothole, now I'm not allowed in Lowes garden section","2016-04-18:19"
"80",2,"@gabythegr8 lowes ain't cute but they got a nice cactus section lmao","2016-04-18:19"
"81",0,"We're #hiring! Read about our latest #job opening here: Store Seasonal Employee (Part time) Watering - https://t.co/oGIqLUZOEV","2016-04-18:19"
"82",0,"@Lowes_Canada thanks for the ""offer"". More frustration. Zero help. I thought Lowes was better than this.","2016-04-18:19"
"83",0,"RT @Swinxy: #MotoGP 2017:

Honda: (XXX, XXX)

Yamaha: (ROSSI, XXX)

Ducati: (LORENZO, XXX)

Suzuki: (XXX, XXX)

Aprilia: (LOWES, XXX)

KTM:…","2016-04-18:19"
"84",0,"Lowe's Stores: Store Seasonal Employee (#LasVegas, NV) https://t.co/r81htF4t0n #Sales #Job #Jobs #Hiring","2016-04-18:19"
"85",0,"Arlington Heights -- Fraudulent Return at Lowe’s Home Improvement on Algonquin Rd, Arlington Heights: Arlingto... https://t.co/300tfdW3eo","2016-04-18:19"
"86",0,"#Bellevue, WA #Retail #Job: CSA II Building Materials at Lowe's Stores https://t.co/XQhW6STj4F #Jobs #Hiring","2016-04-18:19"
"87",0,"Lowe's Stores #CustomerService #Job: Weekday Customer Service Associate II (#Portland, OR) https://t.co/OOHsXrUqwA #Jobs #Hiring","2016-04-18:19"
"88",0,"#Lowes cambridge only has self checkout and it is not working.  Brutal","2016-04-18:19"
"89",0,"RT @SocialMediaOrg: 9 retail brands rocking #Instagram: @Nike, @Lowes, @Chanel, @Staples, and more: https://t.co/jEB0pIxE87 #BigList","2016-04-18:19"
"90",1,"Can you recommend anyone for this #Retail #job? https://t.co/lBzRwM44NJ #Sparks, NV #Hiring","2016-04-18:19"
"91",1,"Want to work at Lowe's Stores? We're #hiring in #GreenwoodVillage, CO! Click for details: https://t.co/RbSioTRRk0 #Retail #Job #Jobs","2016-04-18:19"
"92",0,"Win a Lowes Gft card or a new vaccuum https://t.co/CsVgMX0fxw","2016-04-18:19"
"93",0,"Brutal customer service at #lowes cambridge.  Staff said getting  ladder and waited 15 minutes.  Then went looking and they forgot me","2016-04-18:19"
"94",0,"Join the Lowe's Stores team! See our latest #Retail #job opening here: https://t.co/vzrmmO7ZLo #Hobbs, NM #Hiring","2016-04-18:19"
"95",0,"Load Puller - Lowe's Stores: (#Billings, MT) https://t.co/ayEGwSTNRP #Retail #Job #Jobs #Hiring","2016-04-18:19"
"96",1,"Wish I was working the trump rally instead of Lowes tonight","2016-04-18:19"
"97",0,"See our latest #Salem, OR #job and click to apply: F/T Receiver/Stocker - Thur - Mon 930pm - 630am - https://t.co/LcSEI5Cv2P #Labor #Hiring","2016-04-18:19"
"98",-1,"Walking around @Lowes with squeaky shoes.... #Awkward","2016-04-18:19"
"99",0,"#Eugene, OR #Sales #Job: Seasonal Front End Loader at Lowe's Stores https://t.co/qrnW2f646m #Jobs #Hiring","2016-04-18:19"
"100",0,"went out and bought me and my sister @pepsi alright then, @Lowes https://t.co/iBZIroC4Ei","2016-04-18:19"
"101",0,"RT @Topangaroo: What if Rob Lowe robbed Lowes?  Just imagine the crazy headlines.  They'd probably say something like...   ""Rob Lowe Robs L…","2016-04-18:19"
"102",0,"We're #hiring! Read about our latest #job opening here: Store Seasonal Employee - https://t.co/I3Z89F1JAG #Arlington, WA #Labor","2016-04-18:19"
"103",0,"RT @FeddyOp: Hey @Lowes your guys over in Seasonal at my local store are too busy jerking off into the George Foreman grills to pick up the…","2016-04-18:19"
"104",0,"Customer Service Associate II - Lowe's Stores: (#Loveland, CO) https://t.co/D6W2nmCTzU #CustomerService #Job #Jobs #Hiring","2016-04-18:19"
"105",-1,"Very awkward encounter at Lowes today<ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080>","2016-04-18:19"
"106",0,"https://t.co/yuH1ql0XjS There goes my table saw..in the back of a #MINICOOPER #Homedepot #Lowes  #Craigslist #Ryobi https://t.co/TNzwAmTSv7","2016-04-18:19"
"107",0,"Lowe's Stores: Cashier Seasonal F-T (#Monroe, WA) https://t.co/A0V0vrs5qv #CustomerService #Job #Jobs #Hiring","2016-04-18:19"
"108",1,"Interested in a #CustomerService #job near #Cotati, CA? This could be a great fit: https://t.co/EHCPI7U7EP #Hiring","2016-04-18:19"
"109",0,"We're #hiring! Read about our latest #job opening here: Store Seasonal Employee - https://t.co/gFuz2uHOu8 #Torrance, CA #CustomerService","2016-04-18:19"
"110",0,"Fraudulent Return at Lowe’s Home Improvement on Algonquin Rd, Arlington Heights https://t.co/4XDbisNzRH","2016-04-18:19"
"111",0,"@DarianAnne tell him to come to dover lowes","2016-04-18:18"
"112",0,"#HR #Job in #Vallejo, CA: HR Manager at Lowe's Stores https://t.co/Zn2TOKXTFc #Jobs #Hiring","2016-04-18:18"
"113",0,"We're #hiring! Read about our latest #job opening here: Sales Specialist Plumbing - https://t.co/5hN7CfFVad #OsageBeach, MO #Sales","2016-04-18:18"
"114",1,"Went to Lowes, got some flowers to plant 

Have no idea what I'm doing they were pretty tho","2016-04-18:18"
"115",0,"#Omaha, NE #Sales #Job: Weekend Sales Team at Lowe's Stores https://t.co/ph6DEktQpx #Jobs #Hiring","2016-04-18:18"
"116",1,"tmj_wa_sales : Want to work in #Bellingham, WA? View our latest opening: https://t.co/7zAMrPHzY1 #Sales #Job #Job… https://t.co/0ZQ0MPrr8x)","2016-04-18:18"
"117",0,"#Transportation #Job alert: Delivery Driver | Lowe's Stores | #Bolingbrook, IL https://t.co/VwdLHeT3Ub #Jobs #Hiring","2016-04-18:18"
"118",1,"Can you recommend anyone for this #job? Non-CDL DRIVER - https://t.co/UEd34b3Xvk #Wichita, KS #Transportation #Hiring","2016-04-18:18"
"119",0,"@eegarim that's what I've been doing. I've been buying the 2-pack 60 watt LEDs at Lowes for $3.50 each","2016-04-18:18"
"120",0,"Lowe's Stores: Store Seasonal Employee (#Albuquerque, NM) https://t.co/Wsh5xeEOLO #Retail #Job #Jobs #Hiring","2016-04-18:18"
"121",1,"This #CustomerService #job might be a great fit for you: Store Seasonal Employee - https://t.co/6PAyiKuxLK #Sunnyvale, CA #Hiring","2016-04-18:18"
"122",0,"Lowe's Stores: Project Specialist Interiors (#Mesquite, TX) https://t.co/aPHfqHUZkj #Sales #Job #Jobs #Hiring","2016-04-18:18"
"123",-1,"Lowes Foods in Ocean Isle N.C. never disappoints #bacation","2016-04-18:18"
"124",1,"Want to work in #Bessemer, AL? View our latest opening: https://t.co/qqlcQIGrYS #Sales #Job #Jobs #Hiring","2016-04-18:18"
"125",1,"Can you recommend anyone for this #Sales #job? https://t.co/Mb67CB1Mvh #Helena, MT #Hiring","2016-04-18:18"
"126",1,"Can you recommend anyone for this #BusinessMgmt #job? https://t.co/1XfbCSmfIx #Pineville, LA #Hiring","2016-04-18:18"
"127",0,"Join the Lowe's Stores team! See our latest #CustomerService #job opening here: https://t.co/agX08TsO1T #Weslaco, TX #Hiring","2016-04-18:18"
"128",1,"Interested in a #Transportation #job near #Anniston, AL? This could be a great fit: https://t.co/DxFrigBab0 #Hiring","2016-04-18:18"
"129",0,"Lowe's Stores: Assistant Store Manager (#WichitaFalls, TX) https://t.co/HQfR3XuhuH #BusinessMgmt #Job #Jobs #Hiring","2016-04-18:18"
"130",0,"We're #hiring! Click to apply: Project Specialist Interiors - https://t.co/DKKLQlGUKM #Sales #DIberville, MS #Job #Jobs","2016-04-18:18"
"131",1,"Want to work at Lowe's Stores? We're #hiring in #Orem, UT! Click for details: https://t.co/6WXXicD3Db #Labor #Job #Jobs","2016-04-18:18"
"132",0,"RT @MarinaLogue: Me and my mom are shopping at Lowes 
*she points to flowers*
"" I don't kill those that fast""","2016-04-18:18"
"133",1,"RT @tmj_CA_LABOR: Want to work at Lowe's Stores? We're #hiring in #RanchoCucamonga, CA! Click for details: https://t.co/1fbn2SPMI2 #Labor #…","2016-04-18:18"
"134",0,"tmj_phx_retail : Lowe's Stores: Head Cashier-Full Time (#Chandler, AZ) https://t.co/6OnpgwN3ZY #Retail #Job #Jobs… https://t.co/2NN4hgJKmm)","2016-04-18:18"
"135",0,"If you 18 and your a nigga i fucks with apply at lowes lol<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>","2016-04-18:18"
"136",0,"See our latest #Kyle, TX #job and click to apply: Customer Service Associate I - Cabinets - https://t.co/C2O5G0rrLQ #Retail #Hiring","2016-04-18:18"
"137",0,"We're #hiring! Click to apply: Delivery Driver - CDL or Non CDL - https://t.co/Ac2aapf9Z2 #CustomerService #Altoona, IA #Job #Jobs","2016-04-18:18"
"138",0,"I've been to Lowes 5 times in the past 2 days","2016-04-18:18"
"139",1,"Interested in a #Sales #job near #McMinnville, OR? This could be a great fit: https://t.co/4nsFmyfS5W #Hiring","2016-04-18:18"
"140",0,"We're #hiring! Click to apply: Head Cashier - https://t.co/hIYuwgCXfI #CustomerService #PasoRobles, CA #Job #Jobs","2016-04-18:18"
"141",0,"We're #hiring! Read about our latest #job opening here: Customer Service Associate II - https://t.co/hc4eOsY3iv #Nashville, TN #Retail","2016-04-18:18"
"142",0,"Lowe's Stores: Head Cashier-Full Time (#Chandler, AZ) https://t.co/xpsvM2yATi #Retail #Job #Jobs #Hiring","2016-04-18:18"
"143",1,"Can you recommend anyone for this #Sales #job? https://t.co/DljZMoakwv #FortPayne, AL #Hiring","2016-04-18:18"
"144",0,"#Sales #Job alert: Sales Floor Customer Service Associate | Lowe's Stores | #Owatonna, MN https://t.co/E8dBK1x3tQ #Jobs #Hiring","2016-04-18:18"
"145",1,"Want to work in #FortWorth, TX? View our latest opening: https://t.co/3cPfmuiyxV #Sales #Job #Jobs #Hiring","2016-04-18:18"
"146",-1,"@bellityler It looks to be an issue with how Lowes implemented some marketing tools. Working w/ them to see whats up. ~Russ","2016-04-18:18"
"147",0,"If you're a #Sales professional in #Silverthorne, CO, check out this #job: https://t.co/sVP22ZBvvk #Hiring","2016-04-18:18"
"148",0,"RT @TheInStockRoom: $100 Lowe's Gift Card for $90!

https://t.co/zP1p5Ld1rW https://t.co/TBD4jb4D24","2016-04-18:18"
"149",0,"@nataliezea whether to go to home Depot or lowes","2016-04-18:18"
"150",1,"This #Sales #job might be a great fit for you: Sales Specialist ProServices - https://t.co/y1Ss4ZahrY #McMinnville, TN #Hiring","2016-04-18:18"
"151",0,"We're #hiring! Click to apply: Electrical Pro - https://t.co/DwybW4nSmm #Retail #Bismarck, ND #Job #Jobs","2016-04-18:18"
"152",1,"Want to work in #Allen, TX? View our latest opening: https://t.co/gXifByctnk #Sales #Job #Jobs #Hiring","2016-04-18:18"
"153",1,"This #Retail #job might be a great fit for you: Seasonal Telephone Operator - https://t.co/DpGAD8JJHo #Tulsa, OK #Hiring","2016-04-18:18"
"154",1,"Want to work at Lowe's Stores? We're #hiring in #Anaheim, CA! Click for details: https://t.co/odMG7wBmmg #CustomerService #Job #Jobs","2016-04-18:18"
"155",1,"Interested in a #SkilledTrade #job near #Silverthorne, CO? This could be a great fit: https://t.co/sTHv6yiPa7 #Hiring","2016-04-18:18"
"156",1,"Interested in a #Retail #job near #Carrollton, TX? This could be a great fit: https://t.co/z3ok5qJnYf #Hiring","2016-04-18:18"
"157",1,"Want to work in #Bellingham, WA? View our latest opening: https://t.co/t9RThjLiJw #Sales #Job #Jobs #Hiring","2016-04-18:18"
"158",1,"Interested in a #Retail #job near #Hobbs, NM? This could be a great fit: https://t.co/Lcv7KXRNw6 #Hiring","2016-04-18:18"
"159",0,"@RossRiggin @philjuskevice PJ is in charge! Did you use lowes?","2016-04-18:18"
"160",0,"RT @MCAstampede: Girls golf team finished 5th at Regional. Emma Lowes finished 11th, 1 stroke short of qualifying for state.","2016-04-18:18"
"161",1,"How many surplus lowes wicker patio effects to thy outdoor oasis for behave: gNlYMi","2016-04-18:18"
"162",0,"We're #hiring! Read about our latest #job opening here: Delivery Driver (Class A CDL Required) - https://t.co/O4pHRBa5DW #Mustang, OK","2016-04-18:18"
"163",0,"#CustomerService #Job in #FortSmith, AR: Customer Service Associate-Cashier Full Time at Lowe's Stores https://t.co/JFs9DS8EGN #Jobs","2016-04-18:18"
"164",1,"Want to work in #Shelbyville, TN? View our latest opening: https://t.co/crNBZZExqq #CustomerService #Job #Jobs #Hiring","2016-04-18:18"
"165",0,"We're #hiring! Read about our latest #job opening here: Customer Service Associate II - https://t.co/FVHXZnKrT9 #Lewisville, TX #Retail","2016-04-18:18"
"166",0,"Check out $100 Lowe's Gift Card for $90!  https://t.co/QvoTIZI7x3 via @eBay","2016-04-18:18"
"167",1,"RT @chrissuzywess: @HeyMommies @tomsegura @ChristinaP 10. I work at lowes.","2016-04-18:18"
"168",0,"If you're a #Retail professional in #Peoria, AZ, check out this #job: https://t.co/dyWOH5FLZE #Hiring","2016-04-18:18"
"169",1,"Want to work at Lowe's Stores? We're #hiring in #RanchoCucamonga, CA! Click for details: https://t.co/1fbn2SPMI2 #Labor #Job #Jobs","2016-04-18:18"
"170",1,"This #CustomerService #job might be a great fit for you: Store Seasonal Employee - https://t.co/iHZIiiDSEZ #Omaha, NE #Hiring","2016-04-18:18"
"171",0,"#security #Job alert: Dept Mgr Loss Prevent &amp; Safety | Lowe's Stores | #Jackson, CA https://t.co/4Qe6AmyvA8 #Jobs #Hiring","2016-04-18:18"
"172",1,"Want to work in #McMinnville, OR? View our latest opening: https://t.co/lc83Yt2N5v #SkilledTrade #Job #Jobs #Hiring","2016-04-18:18"
"173",0,"Loch of the Lowes webcam https://t.co/XAgcRn2XBp","2016-04-18:18"
"174",2,"@DarianAnne maybe in like 30 minutes. I gotta run to lowes right quick","2016-04-18:18"
"175",0,"#Sales #Job alert: F/T Sales Coordinator Project Specialist Exterior | Lowe's Stores | #Eugene, OR https://t.co/CnBSu6EvTk #Jobs #Hiring","2016-04-18:18"
"176",1,"Want to work in #SaintCharles, IL? View our latest opening: https://t.co/GUSWCwq8DA #CustomerService #Job #Jobs #Hiring","2016-04-18:18"
"177",0,"Lowe's Stores #Labor #Job: Unload Associate (#Washington, MO) https://t.co/C85NbUZNKu #Jobs #Hiring","2016-04-18:18"
"178",0,"Sales Coordinator Exterior - Lowe's Stores: (#Bryant, AR) https://t.co/UXciKE97Y9 #Sales #Job #Jobs #Hiring","2016-04-18:18"
"179",0,"Join the Lowe's Stores team! See our latest #Transportation #job opening here: https://t.co/cvPknuCHh5 #Forsyth, IL #Hiring","2016-04-18:18"
"180",-1,"I ain't know people steal from lowes","2016-04-18:18"
"181",0,"Middle School science teacher Jesse Lowes has been named by the National Geographic Society as their Educator of... https://t.co/4KC6QiUvde","2016-04-18:18"
"182",0,"If you're a #Retail professional in #FortWorth, TX, check out this #job: https://t.co/yJiKEw8f0a #Hiring","2016-04-18:18"
"183",1,"@redcbw shawty tryna have you working for 3 people. lowes, whoever you owe money to, &amp; her like #NAH","2016-04-18:18"
"184",-1,"Very strange hearing Shine by @treyanastasio being piped through the store while in line @Lowes .","2016-04-18:18"
"185",-1,"@AdobeMktgCare why does this shit keep showing up when i go to https://t.co/PyWiw4ph4a.  I didn't sign up for this and do not want it.","2016-04-18:18"
"186",1,"This #SkilledTrade #job might be a great fit for you: Store Seasonal Employee- Plumbing - https://t.co/pF1TCQlE6V #Santee, CA #Hiring","2016-04-18:18"
"187",1,"Want to work at Lowe's Stores? We're #hiring in #PasoRobles, CA! Click for details: https://t.co/uyxOlkqwsJ #CustomerService #Job #Jobs","2016-04-18:18"
"188",1,"Want to work at Lowe's Stores? We're #hiring in #Dallas, TX! Click for details: https://t.co/aUewtaLILt #Sales #Job #Jobs","2016-04-18:18"
"189",0,"#Sales #Job alert: Sales Specialist ProServices | Lowe's Stores | #Mesa, AZ https://t.co/wCA9V6JxE0 #Jobs #Hiring","2016-04-18:18"
"190",1,"Interested in a #Sales #job near #Nashville, TN? This could be a great fit: https://t.co/XL3EF9XcUi #Hiring","2016-04-18:18"
"191",0,"We're #hiring! Click to apply: Facility Service Associate - https://t.co/HD6DMKL9jm #Retail #Billings, MT #Job #Jobs","2016-04-18:18"
"192",0,"Lowe's Stores: Store Seasonal Employee - Hardware (#Kyle, TX) https://t.co/kEiIUGqZaI #Retail #Job #Jobs #Hiring","2016-04-18:18"
"193",0,"@larry_merr @Lowes_Canada <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>","2016-04-18:18"
"194",1,"Interested in a #Sales #job near #Frisco, TX? This could be a great fit: https://t.co/SaQArTABb3 #Hiring","2016-04-18:18"
"195",0,"And by not getting what she wanted, I mean not getting to drive the fork lift in Lowes...<ed><U+00A0><U+00BD><ed><U+00B8><U+0085>","2016-04-18:18"
