"","score","text","created"
"35",2,"Robin at my local @kroger in Newport, KY has been phenomenal. Last two trips I've had the pleasure of having her ring us out! KUDOS!!!!","2016-04-13:19"
"36",2,"When your coworker is a planner just like you so you have your work schedule done through August already <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> @Kylie_Kroger","2016-04-13:19"
"37",0,"High Alert: they're playing That Thing You Do at Kroger","2016-04-13:19"
"38",1,"#Kroger stock ready to jump, analyst says https://t.co/4aSk3yZile","2016-04-13:19"
"39",1,"4 year old kid in Kroger had identical voice inflection to Young Thug and now I understand the beauty of adoption","2016-04-13:19"
"40",1,"Girl at Kroger says she likes my tennis shoes..I reply with ""oh these are my weight lifting shoes"" her only comment was ""oh..""","2016-04-13:19"
"41",1,"Thank you @kroger for the free #venti Starbucks frappuccino! It pays to shop at Kroger.","2016-04-13:19"
"42",1,"#Kroger stock ready to jump, analyst says https://t.co/JmrSJvFNK5","2016-04-13:19"
"43",0,"RT @WCPO: Do you know who this boy is? Found today at the Kroger in Spring Grove Village. Call 241-KIDS if you have info. https://t.co/cJEP…","2016-04-13:19"
"44",0,"RT @athensconserve: Have a Kroger plus card? Want to give back to the Athens Conservancy? Sign up or learn more: https://t.co/BTpMbrQwUR ht…","2016-04-13:19"
"45",0,"RT @WCBIWEATHER: @Wx_Isaac @AshleyRuizWx @TaylorGrahamWX are at Kroger in #Starkville until 6:30 setting up wx radios #wcbi https://t.co/8c…","2016-04-13:19"
"46",0,"Lot of 10 EXPIRED 35 mm Film With Canisters Kodak Gold, Kroger brand https://t.co/hGmzBKwyyo https://t.co/M9SYY77n4h","2016-04-13:19"
"47",1,"#Kroger stock ready to jump, analyst says https://t.co/kf40U00gK0","2016-04-13:19"
"48",0,"Redbox at the door.  Get a movie with your snacks. (@ Kroger Food &amp; Pharmacy) on #Yelp https://t.co/XpaV1reGBT","2016-04-13:19"
"49",0,"Fries, and stuff. (@ Kroger Food &amp; Pharmacy) on #Yelp https://t.co/pMBBoYFNC9","2016-04-13:19"
"50",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/U1To4iwWzP","2016-04-13:19"
"51",1,"#Kroger stock ready to jump, analyst says https://t.co/CzLWt87GAf","2016-04-13:19"
"52",1,"#Kroger stock ready to jump, analyst says https://t.co/pcX7KU1mzd","2016-04-13:19"
"53",0,"$0.99 (Reg $3) Gerber Graduates Yogurt Blends at Kroger https://t.co/v50hA5YYqk","2016-04-13:19"
"54",1,"#Kroger stock ready to jump, analyst says https://t.co/mmyY6BBze1","2016-04-13:19"
"55",0,"RT @andeneweb: Enter to Win 1 of 100 iPad Tablets from Kroger89 &gt;&gt; https://t.co/o5zTy2jWle https://t.co/lJClqXkTt4","2016-04-13:19"
"56",0,"Gabi Colone on H2 Hoes got Aaron Spaller out in the Kroger parking lot!<ed><U+00A0><U+00BD><ed><U+00B2><U+00A6><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6> https://t.co/NR1dRwP6no","2016-04-13:19"
"57",-1,"My parents kicked me out for the weekend so I stole all their fuel points from Kroger","2016-04-13:19"
"58",0,"I'm at Kroger in Madison, AL https://t.co/4XTrGIunYO","2016-04-13:19"
"59",1,"I liked a @YouTube video https://t.co/CFD5zyTneC KROGER SKATEBOARDING SHOES?!","2016-04-13:19"
"60",1,"#Kroger stock ready to jump, analyst says https://t.co/OB43oL18TA","2016-04-13:19"
"61",1,"RT @KKeneally: Even Michael Kroger, on #AMAgenda, struggled to sound enthusiastic about Turnbull's very fast train thought bubble.","2016-04-13:19"
"62",2,"PSA: please stop coming in food city for the love of the Grinch go to Kroger or Walmart please I'm over this lord have mercy","2016-04-13:19"
"63",1,"#Kroger stock ready to jump, analyst says https://t.co/mnkWa9Z5HS","2016-04-13:19"
"64",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/5GPgOUhZ8k #sealhunt https://t.co/zi2ZjoLJnU","2016-04-13:19"
"65",0,"#coupon #deal $100 KROGER GIFT CARD FREE SHIPPING! https://t.co/q4HaK5tQ0i #eBay #GiftCard","2016-04-13:19"
"66",1,"I'm entering for a chance to win an iPad mini&amp;trade; 2 and holder from Kroger and Taste of Spain! https://t.co/qCubxYmwX0","2016-04-13:19"
"67",1,"#Kroger stock ready to jump, analyst says https://t.co/9XUahMFHpO","2016-04-13:19"
"68",1,"RT @that_Chavez_kid: One day at Kroger last week, I was muttering ""why don't you love me daddy"" under my breath to almost all of my custome…","2016-04-13:19"
"69",0,"I went to my first actual grocery store (not Walmart thx 29) in 2 years and I died and went into heaven. Kroger is life.","2016-04-13:19"
"70",1,"#Kroger stock ready to jump, analyst says https://t.co/F0a4wS384s","2016-04-13:19"
"71",0,"@bryvew nah boutta quit kroger","2016-04-13:19"
"72",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/RwJj1SrAvB","2016-04-13:19"
"73",0,"I'm at Kroger in Indianapolis, IN https://t.co/vrk0mLYG0c","2016-04-13:19"
"74",1,"@besthomesinc
···
<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Give while you SHOP <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>
Here's another way to support us with kroger… https://t.co/CSicgICX3P","2016-04-13:19"
"75",1,"#Kroger stock ready to jump, analyst says https://t.co/z6nAqu9ybU","2016-04-13:19"
"76",-2,"@kroger y'alls price on ""sleep meds"" is higher than allergy tabs' even tho they only differ in color. sneaky fucks https://t.co/zDuEuQDe1s","2016-04-13:19"
"77",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/iKG0ANR5rg","2016-04-13:19"
"78",0,"@kadefortner your Kroger has all the shit for me but nothing good for anybody else lol","2016-04-13:19"
"79",0,"RT @tdhope: Enter to Win 1 of 100 iPad Tablets from Kroger28 https://t.co/5wRHIVb67O https://t.co/w2ARHO8N88","2016-04-13:19"
"80",1,"#Kroger stock ready to jump, analyst says https://t.co/AnZUDj18uK","2016-04-13:19"
"81",0,"@NiaHyena have a Kroger near you?","2016-04-13:19"
"82",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/Oa53HwVQTA","2016-04-13:19"
"83",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/jp1SvKMUW9","2016-04-13:19"
"84",2,"@DarkEvilBeyonce i made clear soup instead. kroger didn't have everything i need so i wasn't pleased.","2016-04-13:19"
"85",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/7crHFP4I94","2016-04-13:19"
"86",1,"#Kroger stock ready to jump, analyst says https://t.co/4vTjM07xDZ","2016-04-13:19"
"87",0,"$0.99 (Reg $3) Gerber Graduates Yogurt Blends at Kroger https://t.co/m6GvesbTgN #FreeStuff #TeamFollowBack #autofollowback","2016-04-13:19"
"88",1,"#Kroger stock ready to jump, analyst says https://t.co/oNC7iGDcDj","2016-04-13:19"
"89",0,"Same Day $0.99 (Reg $3) Gerber Graduates Yogurt Blends at Kroger https://t.co/HdnrfoZwjV Glasses","2016-04-13:19"
"90",0,"#coupons $0.99 (Reg $3) Gerber Graduates Yogurt Blends at Kroger: Now through 4/19, Kroger has Gerber Graduate... https://t.co/ObAqqOKlJJ","2016-04-13:19"
"91",0,"RT @cgulbronson: Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/1FHAgOEivR #sealhunt https://t…","2016-04-13:19"
"92",0,"Win 1 of 100 iPad Tablets from Kroger https://t.co/F6iuFcIHnI #freebies https://t.co/HajPZC5FMs","2016-04-13:19"
"93",1,"#Kroger stock ready to jump, analyst says https://t.co/70niG7PjSt","2016-04-13:19"
"94",0,"i always run into @yoskees at Kroger's.","2016-04-13:19"
"95",-1,"@josiee_upchurch @YungJoYungSeph we miss you too! Kroger has changed sooo much","2016-04-13:19"
"96",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/1FHAgOEivR #sealhunt https://t.co/40YVHyY81z","2016-04-13:19"
"97",0,"Enter to Win 1 oof 100 iPad Tablets from Kroger =&gt;&gt; https://t.co/PLyQcxxLas https://t.co/7LzgmYadWw","2016-04-13:19"
"98",1,"#Kroger stock ready to jump, analyst says https://t.co/hRj8ojoeRg","2016-04-13:19"
"99",2,"Time goes by so fast when I work at DQ but SOOO slow when I work at Kroger.","2016-04-13:19"
"100",1,"#Kroger stock ready to jump, analyst says https://t.co/ESdTSGGj27","2016-04-13:19"
"101",0,"#humpday #goproud #kroger #genderneutral #dadswithdaughters #momswithsons… https://t.co/dqGNnazdnT","2016-04-13:19"
"102",1,"Kroger wouldn't let me use a $1 off coupon on an item they had marked down to $1 because it was almost out of code. No free walking tacos.","2016-04-13:19"
"103",0,"When you make a mid-week run to Kroger and they got @creaturebeer Tropicalia. https://t.co/UcTqCmCd9x","2016-04-13:19"
"104",0,"Madhava Natural Sweeteners - Kroger Gift Cards Sweepstakes   https://t.co/cm264WaWi8","2016-04-13:19"
"105",1,"#Kroger stock ready to jump, analyst says https://t.co/fPqFFeqrgx","2016-04-13:19"
"106",0,"I just spent $130 at Kroger with no idea what I got besides sushi and 2 bottles of wine....","2016-04-13:19"
"107",0,"Happy birthday kroger buddy!!<ed><U+00A0><U+00BC><ed><U+00BE><U+0089> @leddy966","2016-04-13:19"
"108",-1,"Going out on a limb and assuming the guy at @kroger behind the meat counter shouldn't have a dip in the size of Texas? I miss @Publix","2016-04-13:19"
"109",1,"#Kroger stock ready to jump, analyst says https://t.co/Nls1sVQkn6","2016-04-13:19"
"110",0,"Serrano Ham Pizza <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>. #TasteOfSpain #kroger https://t.co/LXaxaWxcj8","2016-04-13:19"
"111",0,"My Kroger has no avocados I'm about to riot","2016-04-13:19"
"112",1,"RT @kroger: Treat the olive fans in your life w/ @LemonsForLulu's Marinated Olives recipe! #TasteOfSpain https://t.co/kvvDTQU6NB https://t.…","2016-04-13:19"
"113",1,"RT @kroger: Apple + Brie = #GrilledCheese bliss. Try sandwich #2 of our family-style buffet on #NationalGrilledCheeseDay. https://t.co/9CQW…","2016-04-13:19"
"114",0,"Bathroom sign, Kroger grocery store, Athens GA https://t.co/uTP3e6uIDo","2016-04-13:19"
"115",0,"RT @kroger: The Spanish are onto something—they're dipping churros in melted chocolate! #TasteOfSpain https://t.co/xTSaMej8mW https://t.co/…","2016-04-13:19"
"116",0,"RT @kroger: Goldfish #GrilledCheese?? Here's sandwich #1 of our family-style #GrilledCheese buffet on #NationalGrilledCheeseDay. https://t.…","2016-04-13:19"
"117",0,"RT @CRHSDazzlers: Join us for our Star Gazer car wash this Saturday 8am-1pm at Kroger, 1960 and Eldridge location! Donations only!<ed><U+00A0><U+00BD><ed><U+00BA><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6>","2016-04-13:19"
"118",0,"Have a Kroger plus card? Want to give back to the Athens Conservancy? Sign up or learn more: https://t.co/BTpMbrQwUR https://t.co/h43wROZHmR","2016-04-13:19"
"119",0,"Plumes and Blooms #Texas #Rio #NWTF https://t.co/2KA4wZcJKR","2016-04-13:19"
"120",1,"#Kroger stock ready to jump, analyst says https://t.co/XUH5DqixQW","2016-04-13:19"
"121",0,"Spanish Chorizo for $3.99?!!!  Thank you Kroger!  #TasteOfSpain #chorizo #kroger https://t.co/em8LpigpON","2016-04-13:19"
"122",0,"Kroger Chip Card Checkout https://t.co/V9B2D0qQlX via @YouTube","2016-04-13:19"
"123",0,"EMV at Ralphs (Kroger) 2016-03-30 https://t.co/K68SkKoUkd via @YouTube","2016-04-13:19"
"124",0,"BRIEF-Kroger names Kenny Kimball, President of Smiths","2016-04-13:19"
"125",0,"Find this #Job &amp;More Store Associate Part Time (Kroger): Company Name: Kwik Shop, Inc. Job category: Employee ...  https://t.co/NbbLdj0I89","2016-04-13:19"
"126",1,"me and Angela are at Kroger sitting at a table and she goes ""I feel like I'm at a club"" ??????????????how???????????","2016-04-13:19"
"127",-2,"Why do Kroger's chip card readers require a PIN? https://t.co/N0Sja57qYv via @YouTube Check FB Page, people complaining. I don't see wrong","2016-04-13:19"
"128",-1,"So me and my mom are stuck in Kroger's parking lot because something snapped in half under the car","2016-04-13:19"
"129",0,"Find this #Job &amp;More Produce Clerk (Kroger): Company Name: King Soopers Job type: Employee FLSA Status: Non-Ex...  https://t.co/tl6v4wXbaa","2016-04-13:19"
"130",1,"#Kroger stock ready to jump, analyst says https://t.co/eLYOwq4Afr","2016-04-13:19"
"131",1,"#Kroger stock ready to jump, analyst says https://t.co/gxNNurx6Mb","2016-04-13:19"
"132",0,"kroger application is longggg <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>","2016-04-13:19"
"133",0,"RT @kroger: Expand your knowledge of olive oil with the many varieties from Spain. https://t.co/AbvkUYC1hV #TasteOfSpain https://t.co/6Fd4P…","2016-04-13:19"
"134",1,"#Kroger stock ready to jump, analyst says https://t.co/7Yn9Z6gaOH","2016-04-13:19"
"135",1,"#Kroger stock ready to jump, analyst says https://t.co/c2toZyvOBQ","2016-04-13:19"
"136",0,"<U+592A><U+3063><U+3066><U+3044><U+3044><U+3088><U+3068><U+304B><U+8A00><U+308F><U+305B><U+3061><U+3083><U+3046>","2016-04-13:19"
"137",0,"Find this #Job &amp;More JLY Sales Associate (Kroger): Company Name: Fred Meyer and Littman Jewelers Job classific...  https://t.co/eQ5eDmwhJI","2016-04-13:19"
"138",1,"Okay guys, I start a bdubs on 86th by Kroger tomorrow, come out and show me some love on my first day!","2016-04-13:19"
"139",0,"Couponing at Kroger: 4X Fuel Points Are Back https://t.co/BXqUwspmwS","2016-04-13:19"
"140",1,"#Kroger stock ready to jump, analyst says https://t.co/TKZwODDUZ4","2016-04-13:19"
"141",0,"@colorlessblue I might have stalked a lady at Kroger a few weeks ago to study her Fair Isle sweater pattern.","2016-04-13:19"
"142",0,"Bathroom sign, Kroger grocery store, Athens GA https://t.co/DBd0tDd9wk via @imgur","2016-04-13:19"
"143",0,"RT @Crawfecy: Sitting in the Kroger parking lot blasting ISBD getting lots of looks lmao @ZelooperZ","2016-04-13:19"
"144",1,"#Kroger stock ready to jump, analyst says https://t.co/CZDFCff0Bb","2016-04-13:19"
"145",2,"He loves #peoplewatching while we shop @kroger #happy #kemperdowd @ Kroger https://t.co/B9luhZDREB","2016-04-13:19"
"146",0,"Find this #Job &amp;More Assistant Grocery Manager (Kroger)  https://t.co/8j937r72DK","2016-04-13:19"
"147",-2,"@kroger EVERY store has issues with baggers! It’s ridiculous! They ALL need to be trained and retrained!","2016-04-13:19"
"148",-1,"Is it bad if I go to Kroger and only buy wine and Aleve?","2016-04-13:19"
"149",0,"@Spexcies @grayscalelester @kroger @The_sass_master oh no. I hope my dad is okay.","2016-04-13:19"
"150",1,"#Kroger stock ready to jump, analyst says https://t.co/9BoEmqDyzb","2016-04-13:19"
"151",0,"@kroger really? Oakley, Becket Ridge, Both Montgomery Rd stores, Liberty Center, West Chester….i could go on and on…..","2016-04-13:19"
"152",-1,"@BaileyJayTweets there's this company that makes wicked awesome thongs I use to wear yoga pants out. Not to whole foods tho. Kroger n shit.","2016-04-13:19"
"153",1,"#Kroger stock ready to jump, analyst says https://t.co/iEZIJD9X7I","2016-04-13:19"
"154",-3,"@wigginsadam80 Exactly. I've never lost Little Punkabelle anywhere. Distraction is no excuse, you don't leave your kid at freaking Kroger.","2016-04-13:19"
"155",1,"I'm entering for a chance to win an iPad mini&amp;trade; 2 and holder from Kroger and Taste of Spain! https://t.co/LVRBn5I5Qa","2016-04-13:19"
"156",1,"I'm entering for a chance to win an iPad mini&amp;trade; 2 and holder from Kroger and Taste of Spain! https://t.co/5vjFCrE6ut","2016-04-13:19"
"157",0,"NASCAR driver A.J. Allmendinger to appear at local Kroger for Fan Fest event https://t.co/CPPAwo8r2d https://t.co/5fvUgcMtnb","2016-04-13:19"
"158",0,"<U+307D><U+3093><U+307D><U+3093><U+6642><U+9593><U+4F11><U+3068><U+6709><U+7D66><U+53D6><U+3063><U+3066><U+308B><U+304B><U+3089><U+66DC><U+65E5><U+611F><U+899A><U+304C><U+306A><U+3044>","2016-04-13:19"
"159",2,"Soon, these fine wine shelves at Kroger will be filled with the good stuff. MD 20/20, Ripple, Purple Passion, etc... https://t.co/s9UdLZn1H3","2016-04-13:19"
"160",0,"Find this #Job &amp;More Pharmacist- Intern (Student) (Kroger)  https://t.co/cR1KUntRNj","2016-04-13:19"
"161",-2,"@kid_sammi I lost my debit card at Kroger  and I wish they found that ho there because now Im broke! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","2016-04-13:19"
"162",0,"Sitting in the Kroger parking lot blasting ISBD getting lots of looks lmao @ZelooperZ","2016-04-13:19"
"163",1,"#Kroger stock ready to jump, analyst says https://t.co/siiAGBaEJc","2016-04-13:19"
"164",0,"I'm at Kroger in Houston, TX https://t.co/zU6ly6Y6EH","2016-04-13:19"
"165",0,"I'm at Kroger in Kathleen, GA https://t.co/Bpop15Fwme","2016-04-13:19"
"166",1,"Kroger has the best deal on strawberries rn fyi","2016-04-13:19"
"167",0,"Kroger 92 Woodstock - m4w (Woodstock)","2016-04-13:19"
"168",2,"@SonRanto ...and to think I got super excited because the Kroger I shop at had exactly one Cubs koozie in their baseball display.","2016-04-13:19"
"169",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/uXIk2pQ8lO","2016-04-13:19"
"170",0,"@kroger thanks!","2016-04-13:19"
"171",1,"#Kroger stock ready to jump, analyst says https://t.co/DD3ebIN4hD","2016-04-13:19"
"172",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/B8ewCnTR4T","2016-04-13:19"
"173",0,"... don't wear cleats to kroger...","2016-04-13:19"
"174",1,"#Kroger stock ready to jump, analyst says https://t.co/YO4FgUvLs2","2016-04-13:19"
"175",1,"Shop at Kroger? Help support Genesee County Animals.  Choose ""Shelter Animal Donations"" 
Help us help the animals. https://t.co/bTPinXGpNI","2016-04-13:19"
"176",0,"How does someone manage to misplace their child at Kroger? https://t.co/bh1oQ4l6NV","2016-04-13:19"
"177",1,"#Kroger stock ready to jump, analyst says https://t.co/yvxdcp2mQm","2016-04-13:19"
"178",0,"NASCAR driver A.J. Allmendinger to appear at local Kroger for Fan Fest event https://t.co/cvAhze6Qe9","2016-04-13:19"
"179",1,"#Kroger stock ready to jump, analyst says https://t.co/xdXfUiJWDX","2016-04-13:19"
"180",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/weYu0vPqJC","2016-04-13:19"
"181",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/ZDx6fiVmep","2016-04-13:19"
"182",0,"Couponing at Kroger: 4X Fuel Points Are Back via Couponing to Disney - Now through April 26th, you ... https://t.co/zltkIbLnok","2016-04-13:19"
"183",1,"#Kroger stock ready to jump, analyst says https://t.co/LNqceO768d","2016-04-13:19"
"184",0,"RT @fvckhank: Kroger's chocolate milk is the key to my heart","2016-04-13:19"
"185",1,"The Fulfillment Project is excited to announce our NEW Community Partnership with Kroger!  Did… https://t.co/vh12oairrP","2016-04-13:19"
"186",0,"RT @jadelaird_: maddie: I want ramen noodles
me: same, wanna go to Kroger and get some
maddie: yes
me: oh wait, I'm broke
maddie: oh wait,…","2016-04-13:19"
"187",-1,"Me to worker at Kroger: Do y'all have Entertainment Weekly?
Her: Like the frozen dinners?
Me, thinking: What does she think I just said?","2016-04-13:19"
"188",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/19FDnm5a3d","2016-04-13:19"
"189",1,"#Kroger stock ready to jump, analyst says https://t.co/RksLFjzZtC","2016-04-13:19"
"190",0,"maddie: I want ramen noodles
me: same, wanna go to Kroger and get some
maddie: yes
me: oh wait, I'm broke
maddie: oh wait, me too","2016-04-13:19"
"191",1,"#Kroger stock ready to jump, analyst says https://t.co/rQYj9d6ST3","2016-04-13:19"
"192",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/BYAvXOvCAW","2016-04-13:19"
"193",1,"@kroger btw...love your food and great service....fix the pharmacy pleaee","2016-04-13:19"
"194",0,"@DarlingDesireee Aldi's or Kroger.","2016-04-13:19"
"195",1,"#Kroger stock ready to jump, analyst says https://t.co/g7u8Qu9MzL","2016-04-13:18"
"196",0,"I'm at Kroger in Indianapolis, IN https://t.co/YzFzLbtaep","2016-04-13:18"
"197",-1,"@kroger I just left the Bardstown Ky pharmacy after waiting 30 mins with no prescriptions ....craziness","2016-04-13:18"
"198",0,"Kroger: you always see someone you know, no matter what time you go at.","2016-04-13:18"
"199",1,"#Kroger stock ready to jump, analyst says https://t.co/afiYF1a0ea","2016-04-13:18"
"200",1,"#Kroger stock ready to jump, analyst says https://t.co/yTB0doUul5","2016-04-13:18"
"201",0,"Do you know who this boy is? Found today at the Kroger in Spring Grove Village. Call 241-KIDS if you have info. https://t.co/cJEPG4th7v","2016-04-13:18"
"202",1,"#Kroger stock ready to jump, analyst says https://t.co/n3sFANoIZx","2016-04-13:18"
"203",-1,"RT @banglikejay: fuck Kroger ! <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>","2016-04-13:18"
"204",0,"Walmart Price Match Deals: Kroger Coupon Match Ups https://t.co/9WFwSaNo4O","2016-04-13:18"
"205",0,"#walmart #coupons Walmart Price Match Deals: Kroger Coupon Match Ups: Mega Event is back BABY!!! Here is a cou... https://t.co/yZeXbCgfeh","2016-04-13:18"
"206",0,"RT @KanchoFam: Help me find: BAD asian girl wearing black and white stan Smith's and a long tail white tee last spotted at Kroger on chapel…","2016-04-13:18"
"207",1,"Thanks for the saucy support at Kroger!! https://t.co/blqRQCH0iS","2016-04-13:18"
"208",0,"@grayscalelester @kroger @The_sass_master @poopday oh nelly they're attacking your dad's house","2016-04-13:18"
"209",0,"I checked in at Kroger on #Yelp https://t.co/8OvC4AOGyW","2016-04-13:18"
"210",0,"When you and another sitter wait at the same Kroger until it's time to go babysit <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/v8KdyRSYSx","2016-04-13:18"
"211",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/uZuDaFI88H","2016-04-13:18"
"212",1,"#Kroger stock ready to jump, analyst says https://t.co/55nimyO7xK","2016-04-13:18"
"213",0,"Kroger eyes Starbucks opening https://t.co/k6X84U6THD","2016-04-13:18"
"214",1,"@kroger Chocolate milk has saved my life, thank you.","2016-04-13:18"
"215",2,"I'm checking out Taste of Spain from Kroger, with delicious recipes, tips and a chance to win a mini tablet! https://t.co/NFCM4wBArn","2016-04-13:18"
"216",0,"Amazing #microwavemeals ! You heard me! #Kroger #healthyliving  https://t.co/EErtCl8CZa","2016-04-13:18"
"217",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/Ffuff2UUie","2016-04-13:18"
"218",-1,"fuck Kroger ! <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>","2016-04-13:18"
